numero_precatorio;numero_processo;beneficiario;cpf_cnpj_beneficiario;valor_original;valor_atualizado;data_requisicao;data_atualizacao;tipo;status;entidade_devedora;id_entidade;regime;ordem_cronologica;observacoes;timestamp_extracao
2025.08738-6;;Não informado;;22877.41;29556.85;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.08739-4;;Não informado;;22877.41;29556.85;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.08740-8;;Não informado;;22877.41;29556.85;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.08741-6;;Não informado;;22877.41;29556.85;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.08742-4;;Não informado;;22877.41;29556.85;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.08752-1;;Não informado;;340380.80;384153.17;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.08753-0;;Não informado;;267517.55;331310.27;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.09485-4;;Não informado;;147242.01;167422.57;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.08771-8;;Não informado;;145624.73;205031.63;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.08775-0;;Não informado;;371969.56;416430.29;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.08868-4;;Não informado;;190815.22;227760.76;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.08884-6;;Não informado;;484358.17;546645.77;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.08886-2;;Não informado;;104792.80;132013.97;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.08908-7;;Não informado;;211028.76;272642.14;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.08910-9;;Não informado;;434701.93;726006.76;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.08912-5;;Não informado;;160606.05;246566.07;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.08914-1;;Não informado;;175064.08;242448.44;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.08927-3;;Não informado;;266262.93;302756.16;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.08928-1;;Não informado;;123979.74;147984.63;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.08929-0;;Não informado;;216915.11;254559.08;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.08990-7;;Não informado;;177989.62;218401.69;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.09003-4;;Não informado;;97456.02;103969.81;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.09011-5;;Não informado;;31323.85;45528.47;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.09033-6;;Não informado;;250757.72;310553.85;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.09034-4;;Não informado;;94675.68;196787.53;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.09035-2;;Não informado;;260546.58;342034.41;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.09036-0;;Não informado;;111142.20;133952.77;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.09044-1;;Não informado;;98160.61;124579.36;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.09045-0;;Não informado;;124504.61;136176.12;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.09063-8;;Não informado;;164563.75;190086.92;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.09071-9;;Não informado;;263753.07;329121.07;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.09104-9;;Não informado;;361385.88;508811.50;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.09172-3;;Não informado;;152358.41;168054.03;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.09235-5;;Não informado;;140281.49;160651.80;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.09237-1;;Não informado;;178562.66;204491.78;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.09239-8;;Não informado;;227137.99;293454.72;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.09242-8;;Não informado;;295786.92;366320.80;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.09245-2;;Não informado;;197601.30;248930.57;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.09250-9;;Não informado;;184579.19;232525.84;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.09295-9;;Não informado;;238998.10;336496.21;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.09362-9;;Não informado;;143713.69;210347.34;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.08330-1;;Não informado;;363746.09;496750.11;;;comum;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.08331-0;;Não informado;;103740.57;143460.16;;;comum;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.08482-0;;Não informado;;124390.38;169873.82;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.09359-5;;Não informado;;197039.21;229306.08;;;comum;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.09579-2;;Não informado;;299896.69;440810.53;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.09580-6;;Não informado;;87873.51;142566.75;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.09628-4;;Não informado;;521063.01;628588.94;;;comum;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.09629-2;;Não informado;;441018.24;565466.08;;;comum;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.09783-3;;Não informado;;384455.35;440321.38;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.09784-1;;Não informado;;933163.88;1051930.76;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.09971-2;;Não informado;;166061.94;204036.65;;;comum;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.09972-0;;Não informado;;124460.01;146109.84;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.10028-1;;Não informado;;741335.37;933603.80;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.10415-5;;Não informado;;221307.34;295732.87;;;comum;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.10483-0;;Não informado;;181568.50;584021.48;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.11817-2;;Não informado;;138920.44;237917.24;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.11690-0;;Não informado;;165642.69;208602.81;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.12055-0;;Não informado;;151832.86;189787.75;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.12137-8;;Não informado;;179133.78;220097.73;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.12138-6;;Não informado;;131145.38;249108.32;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.12719-8;;Não informado;;111063.35;127202.21;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.12807-0;;Não informado;;312399.53;390492.56;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.12818-6;;Não informado;;125115.04;173018.37;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.12838-0;;Não informado;;233889.31;294549.48;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.12844-5;;Não informado;;103977.69;125434.39;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.13142-0;;Não informado;;234811.88;385248.02;;;comum;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.13173-0;;Não informado;;121600.25;222749.64;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.14005-4;;Não informado;;110021.61;189871.77;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.14763-6;;Não informado;;180662.13;215973.26;;;comum;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.15024-6;;Não informado;;211630.91;266518.28;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.15071-8;;Não informado;;128102.94;160125.87;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.15072-6;;Não informado;;126750.94;141810.79;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.15735-6;;Não informado;;132682.09;146120.82;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.15962-6;;Não informado;;160296.40;183589.41;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.16255-4;;Não informado;;304402.23;354250.72;;;comum;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2024.16504-9;;Não informado;;215445.05;276239.98;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.00125-2;;Não informado;;170815.20;224430.38;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.00237-2;;Não informado;;227820.31;288531.99;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.00238-0;;Não informado;;94391.41;117987.19;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.00769-2;;Não informado;;92067.88;128003.26;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.00789-7;;Não informado;;172394.64;257550.85;;;comum;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.00881-8;;Não informado;;113865.05;134797.52;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.01098-7;;Não informado;;150473.82;184883.88;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.01346-3;;Não informado;;187811.01;232520.20;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.01516-4;;Não informado;;144578.03;189957.93;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.01518-0;;Não informado;;256171.04;309034.19;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.01520-2;;Não informado;;198021.46;329987.31;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.01659-4;;Não informado;;133573.70;171265.92;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.01749-3;;Não informado;;261644.80;417642.99;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.02264-0;;Não informado;;338813.19;381935.08;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.02265-9;;Não informado;;47946.90;69647.23;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.02266-7;;Não informado;;47946.90;69647.23;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.02329-9;;Não informado;;149968.47;184262.96;;;comum;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.02626-3;;Não informado;;255955.82;342033.61;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.02798-7;;Não informado;;134229.73;153734.94;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.04089-4;;Não informado;;364722.20;463477.51;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.04474-1;;Não informado;;111651.89;141883.71;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.04475-0;;Não informado;;227376.92;371189.92;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.04476-8;;Não informado;;124428.22;147302.58;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.04574-8;;Não informado;;165066.46;206329.46;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.04665-5;;Não informado;;170715.49;213390.61;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.04862-3;;Não informado;;442839.66;562746.73;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.04863-1;;Não informado;;213066.70;275405.38;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.04929-8;;Não informado;;206948.22;260621.10;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.05062-8;;Não informado;;187444.78;250482.36;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.05063-6;;Não informado;;146564.07;215648.37;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.05068-7;;Não informado;;221453.07;286245.42;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.05069-5;;Não informado;;102396.85;125812.77;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.05070-9;;Não informado;;142303.28;286778.51;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.06191-3;;Não informado;;110634.95;143004.33;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.06236-7;;Não informado;;145823.14;151586.83;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.06274-0;;Não informado;;203294.92;281131.31;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.06275-8;;Não informado;;345808.50;569546.50;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.06277-4;;Não informado;;96071.07;107485.70;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.06131-0;;Não informado;;193762.28;244015.34;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.06414-9;;Não informado;;397116.80;513304.52;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.07441-1;;Não informado;;358984.29;490247.16;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.07442-0;;Não informado;;140049.36;264811.25;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.07652-0;;Não informado;;214324.60;251606.38;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.08431-0;;Não informado;;125675.13;148778.71;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.07997-9;;Não informado;;279573.70;325470.28;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.08290-2;;Não informado;;297362.49;343482.19;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.08312-7;;Não informado;;115497.05;139201.41;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.08885-4;;Não informado;;286094.26;333061.30;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.09117-0;;Não informado;;139336.15;172562.50;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2025.09292-4;;Não informado;;158391.25;262413.34;;;comum;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2008.00438-9;;Não informado;;0.00;0.00;;;alimentar;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2007.01604-9;;Não informado;;0.00;0.00;;;alimentar;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2006.07043-0;;Não informado;;0.00;0.00;;;alimentar;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2008.00828-7;;Não informado;;0.00;0.00;;;alimentar;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2008.01250-0;;Não informado;;0.00;0.00;;;alimentar;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2010.00770-5;;Não informado;;0.00;0.00;;;alimentar;pago;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2008.00484-2;;Não informado;;0.00;0.00;;;alimentar;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2007.00934-4;;Não informado;;0.00;0.00;;;alimentar;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2007.00934-4;;Não informado;;0.00;0.00;;;alimentar;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2008.01067-2;;Não informado;;0.00;0.00;;;alimentar;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2007.00873-9;;Não informado;;0.00;0.00;;;alimentar;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2012.01337-0;;Não informado;;0.00;0.00;;;alimentar;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2012.01277-3;;Não informado;;0.00;0.00;;;alimentar;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2011.00675-3;;Não informado;;0.00;0.00;;;alimentar;pendente;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2007.01724-0;;Não informado;;0.00;0.00;;;alimentar;cancelado;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;geral;;;2025-11-18
2023.09382-6;;Não informado;;24678.19;32445.11;;;comum;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2023.08499-1;;Não informado;;304195.14;421601.35;;;comum;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2023.09207-2;;Não informado;;24218.15;38239.00;;;comum;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2024.00168-2;;Não informado;;17754.83;24108.42;;;comum;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2024.01157-2;;Não informado;;87485.39;105615.42;;;comum;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2024.01554-3;;Não informado;;2573890.04;3857693.77;;;comum;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2024.04357-1;;Não informado;;28369.75;48953.85;;;comum;cancelado;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2024.04663-5;;Não informado;;237422.06;298596.07;;;comum;cancelado;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2024.10756-1;;Não informado;;28374.81;45982.85;;;alimentar;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2024.10757-0;;Não informado;;54809.41;88823.01;;;alimentar;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2024.11193-3;;Não informado;;48421.34;56844.23;;;alimentar;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2024.11847-4;;Não informado;;50693.66;66052.49;;;alimentar;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2024.11848-2;;Não informado;;30157.86;41704.53;;;alimentar;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2024.14083-6;;Não informado;;20591.00;30069.00;;;alimentar;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2024.14085-2;;Não informado;;64705.70;80109.16;;;alimentar;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2024.14354-1;;Não informado;;53332.26;86428.78;;;alimentar;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2024.14132-8;;Não informado;;19017.04;23365.82;;;alimentar;cancelado;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2024.14133-6;;Não informado;;135908.79;195358.74;;;alimentar;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2024.14135-2;;Não informado;;29787.46;34386.13;;;alimentar;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2025.00242-9;;Não informado;;16192.84;21806.81;;;alimentar;cancelado;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2025.02570-4;;Não informado;;33332.78;52152.86;;;alimentar;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2025.04668-0;;Não informado;;66700.40;78962.32;;;alimentar;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2025.04959-0;;Não informado;;24949.54;28801.31;;;alimentar;cancelado;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2025.06188-3;;Não informado;;25772.03;41065.82;;;alimentar;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2025.06189-1;;Não informado;;16017.37;24724.48;;;alimentar;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2025.06244-8;;Não informado;;82316.87;104605.69;;;alimentar;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2025.06252-9;;Não informado;;932696.55;1059008.36;;;alimentar;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2025.06425-4;;Não informado;;82316.87;104605.69;;;alimentar;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2025.07403-9;;Não informado;;17890.49;26081.53;;;alimentar;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2025.07440-3;;Não informado;;69037.21;101953.44;;;alimentar;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2024.08487-1;;Não informado;;47361.11;71493.26;;;comum;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2024.10287-0;;Não informado;;22047.20;28016.89;;;comum;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2024.10874-6;;Não informado;;74000.00;123640.56;;;comum;cancelado;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2024.11194-1;;Não informado;;29483.70;33476.57;;;comum;cancelado;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
2024.11196-8;;Não informado;;1536350.32;1985852.98;;;comum;pendente;MUNICÍPIO DE ANGRA DOS REIS;27;geral;;;2025-11-18
